resp_id,degree_label,degree_code_int,region_continent,hours_level,high_stress_group,v089,v089_code,worklife_score,v084_num,degree_duration_text,degree_duration_years,degree_progress_text,degree_progress_years,study_in_home_country,study_in_home_country_flag,high_hours_flag,low_worklife_flag,high_hours_only_flag,low_worklife_only_flag,both_high_hours_and_low_wlb_flag,v079_num,v091_num,v097_num,v100_num,v101_num,supervisor_support_raw,institution_support_raw,supervisor_z,institution_z,supervisor_cat,institution_cat,support_quadrant_label,degree_prep_code,degree_prep_label,caring_responsibility_code,caring_responsibility_label
84,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,1.0,1.0,7.0,7.0,2.0,1.0,5.333333333333333,-1.348415062565872,2.017254305334165,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
85,Doctorate,1.0,Europe,very_high,1,61-70 hours,4.0,3.0,1.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,1.0,1.0,3.0,2.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
86,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,2 years,2.0,Yes,1.0,1,1,0,0,1,4.0,1.0,5.0,6.0,3.0,2.5,4.666666666666667,-0.3051017664763607,1.4535886457806928,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
87,Dual degree,3.0,Europe,medium,0,31-40 hours,3.0,4.0,3.0,6 years,6.0,2 years,2.0,Yes,1.0,0,0,0,0,0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
88,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,7.0,7.0,6 years,6.0,2 years,2.0,Yes,1.0,0,0,0,0,0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,0.7382115296131505,0.8899229862272199,High,High,High supervisor / High institution,2.0,Well,2.0,Strongly agree
89,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,5.0,2.0,3 years,3.0,5 years,5.0,Yes,1.0,1,0,1,0,0,1.0,2.0,2.0,2.0,1.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
90,Doctorate,1.0,Asia,very_high,1,More than 80 hours,7.0,1.0,5.0,5 years ,5.0,Less than a year,0.5,No,0.0,1,1,0,0,1,3.0,4.0,4.0,5.0,4.0,3.5,4.333333333333333,0.3904404309166467,1.1717558160039558,Medium,High,Medium supervisor / High institution,2.0,Well,3.0,Neither agree nor disagree
91,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,2.0,4.0,5 years ,5.0,2 years,2.0,No,0.0,1,1,0,0,1,4.0,1.0,6.0,3.0,2.0,2.5,3.6666666666666665,-0.3051017664763607,0.6080901564504835,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
92,Master's,2.0,Africa,medium,0,21-30 hours,5.0,3.0,1.0,3 years,3.0,3 years,3.0,Yes,1.0,0,1,0,1,0,2.0,1.0,2.0,5.0,2.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
93,Doctorate,1.0,South America,high,0,51-60 hours,2.0,7.0,7.0,4 years,4.0,5 years,5.0,Yes,1.0,1,0,1,0,0,1.0,5.0,2.0,2.0,1.0,3.0,1.6666666666666667,0.042669332220143,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
94,Doctorate,1.0,Africa,high,0,41-50 hours,1.0,6.0,6.0,3 years,3.0,3 years,3.0,No,0.0,1,0,1,0,0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
95,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,1.0,5.0,6.0,1.0,1.5,4.0,-1.0006439638693685,0.8899229862272199,Low,High,Low supervisor / High institution,3.0,Neither well nor badly,1.0,Somewhat agree
96,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,5.0,2.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,3.0,1.0,1.0,1.0,3.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
97,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,2.0,4.0,5 years ,5.0,More than 7 years,8.0,Yes,1.0,1,1,0,0,1,4.0,5.0,1.0,2.0,1.0,4.5,1.3333333333333333,1.0859826283096543,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
98,Master's,2.0,Asia,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,1.0,3.0,3.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
99,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,2.0,4.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,3.0,1.0,4.0,5.0,3.0,2.0,4.0,-0.6528728651728645,0.8899229862272199,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
100,Master's,2.0,South America,low,0,11-20 hours,8.0,2.0,4.0,2 years,2.0,1 year,1.0,Yes,1.0,0,1,0,1,0,3.0,6.0,5.0,5.0,6.0,4.5,5.333333333333333,1.0859826283096543,2.017254305334165,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
101,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,,8.0,4 years,4.0,Less than a year,0.5,No,0.0,0,0,0,0,0,1.0,1.0,6.0,3.0,5.0,1.0,4.666666666666667,-1.348415062565872,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
102,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,3.0,1.0,1.0,1.0,1.0,2.0,1.0,-0.6528728651728645,-1.6465724817634069,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
103,Doctorate,1.0,Europe,very_high,1,71-80 hours,6.0,1.0,5.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,4.0,5.0,4.0,5.0,4.0,4.5,4.333333333333333,1.0859826283096543,1.1717558160039558,High,High,High supervisor / High institution,3.0,Neither well nor badly,2.0,Strongly agree
104,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,2.0,4.0,3 years,3.0,3 years,3.0,Yes,1.0,1,1,0,0,1,4.0,2.0,2.0,1.0,3.0,3.0,2.0,0.042669332220143,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,2.0,Well,2.0,Strongly agree
105,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,2.0,1.0,5.0,3.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
106,Doctorate,1.0,Asia,low,0,Less than 11 hours,9.0,4.0,3.0,5 years ,5.0,3 years,3.0,Yes,1.0,0,0,0,0,0,1.0,1.0,6.0,3.0,5.0,1.0,4.666666666666667,-1.348415062565872,1.4535886457806928,Low,High,Low supervisor / High institution,3.0,Neither well nor badly,1.0,Somewhat agree
107,Doctorate,1.0,Africa,high,0,51-60 hours,2.0,6.0,6.0,4 years,4.0,1 year,1.0,No,0.0,1,0,1,0,0,2.0,1.0,5.0,3.0,2.0,1.5,3.333333333333333,-1.0006439638693685,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
108,Master's,2.0,Asia,high,0,41-50 hours,1.0,7.0,7.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,2.0,6.0,1.0,4.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
109,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,5 years ,5.0,3 years,3.0,No,0.0,1,1,0,0,1,3.0,1.0,4.0,4.0,1.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
110,Doctorate,1.0,Africa,medium,0,31-40 hours,3.0,1.0,5.0,4 years,4.0,2 years,2.0,Yes,1.0,0,1,0,1,0,4.0,1.0,2.0,2.0,4.0,2.5,2.6666666666666665,-0.3051017664763607,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
111,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,2.0,4.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,5.0,4.0,2.0,1.0,1.0,4.5,1.3333333333333333,1.0859826283096543,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
112,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,4 years,4.0,Less than a year,0.5,No,0.0,1,1,0,0,1,3.0,4.0,1.0,5.0,1.0,3.5,2.333333333333333,0.3904404309166467,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
113,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,6.0,6.0,5 years ,5.0,4 years,4.0,Yes,1.0,0,0,0,0,0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.042669332220143,-1.6465724817634069,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
114,Master's,2.0,Africa,very_high,1,More than 80 hours,7.0,3.0,1.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,2.0,2.0,4.0,4.0,3.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
115,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,6.0,6.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,2.0,2.0,6.0,3.0,5.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
116,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,More than 7 years,8.0,More than 7 years,8.0,Yes,1.0,1,0,1,0,0,7.0,1.0,4.0,1.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
117,Doctorate,1.0,Europe,high,0,51-60 hours,2.0,6.0,6.0,4 years,4.0,2 years,2.0,No,0.0,1,0,1,0,0,2.0,2.0,1.0,1.0,5.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
118,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,5.0,2.0,4 years,4.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,6.0,6.0,7.0,7.0,4.0,6.666666666666667,0.7382115296131505,3.1445856244411106,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
119,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,2.0,4.0,5 years ,5.0,1 year,1.0,No,0.0,0,1,0,1,0,3.0,2.0,6.0,1.0,2.0,2.5,3.0,-0.3051017664763607,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
120,Doctorate,1.0,South America,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,5.0,3.0,4.0,5.0,4.0,4.0,4.333333333333333,0.7382115296131505,1.1717558160039558,High,High,High supervisor / High institution,1.0,Very well,4.0,Somewhat disagree
121,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,4 years,4.0,1 year,1.0,No,0.0,1,1,0,0,1,7.0,4.0,3.0,2.0,1.0,5.5,2.0,1.781524825702662,-0.801073992433198,High,Low,High supervisor / Low institution,4.0,Badly,4.0,Somewhat disagree
122,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,3.0,1.0,6 years,6.0,6 years,6.0,No,0.0,1,1,0,0,1,6.0,4.0,3.0,2.0,1.0,5.0,2.0,1.433753727006158,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
123,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,1 year,1.0,Yes,1.0,0,0,0,0,0,7.0,4.0,5.0,6.0,6.0,5.5,5.666666666666667,1.781524825702662,2.2990871351109017,High,High,High supervisor / High institution,3.0,Neither well nor badly,4.0,Somewhat disagree
124,Master's,2.0,Asia,high,0,51-60 hours,2.0,6.0,6.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,2.0,4.0,6.0,4.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,4.0,Badly,3.0,Neither agree nor disagree
125,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,3.0,1.0,4 years,4.0,4 years,4.0,No,0.0,1,1,0,0,1,5.0,6.0,3.0,2.0,1.0,5.5,2.0,1.781524825702662,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,2.0,Strongly agree
126,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,3 years,3.0,Yes,1.0,1,0,1,0,0,2.0,1.0,3.0,4.0,3.0,1.5,3.333333333333333,-1.0006439638693685,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
127,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,6.0,6.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,2.0,6.0,3.0,5.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
128,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,1.0,2.0,1.0,2.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
129,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,3.0,1.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,4.0,3.0,4.0,1.0,3.0,3.5,2.6666666666666665,0.3904404309166467,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
130,Doctorate,1.0,North/Central America,very_high,0,61-70 hours,4.0,4.0,3.0,6 years,6.0,6 years,6.0,No,0.0,1,0,1,0,0,1.0,1.0,6.0,3.0,5.0,1.0,4.666666666666667,-1.348415062565872,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
131,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,7.0,4.0,2.0,5.0,4.0,5.5,3.6666666666666665,1.781524825702662,0.6080901564504835,High,High,High supervisor / High institution,1.0,Very well,2.0,Strongly agree
132,Doctorate,1.0,South America,medium,0,21-30 hours,5.0,5.0,2.0,5 years ,5.0,5 years,5.0,No,0.0,0,0,0,0,0,3.0,3.0,1.0,2.0,1.0,3.0,1.3333333333333333,0.042669332220143,-1.3647396519866708,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
133,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,Less than a year,0.5,No,0.0,1,0,1,0,0,2.0,2.0,2.0,3.0,5.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
134,Master's,2.0,North/Central America,medium,0,31-40 hours,3.0,2.0,4.0,2 years,2.0,1 year,1.0,Yes,1.0,0,1,0,1,0,8.0,6.0,1.0,1.0,1.0,7.0,1.0,2.824838121792173,-1.6465724817634069,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,4.0,Somewhat disagree
135,Doctorate,1.0,North/Central America,very_high,0,61-70 hours,4.0,5.0,2.0,6 years,6.0,6 years,6.0,Yes,1.0,1,0,1,0,0,1.0,2.0,4.0,2.0,3.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
136,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,3.0,Neither agree nor disagree
137,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,5 years,5.0,Yes,1.0,1,0,1,0,0,1.0,2.0,3.0,3.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
138,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,6.0,6.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,1.0,1.0,5.0,3.0,2.0,1.0,3.333333333333333,-1.348415062565872,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
139,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,6 years,6.0,6 years,6.0,Yes,1.0,1,0,1,0,0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
140,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,3.0,1.0,6 years,6.0,6 years,6.0,Yes,1.0,1,1,0,0,1,3.0,1.0,3.0,1.0,3.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
141,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,2.0,1.0,1.0,4.0,3.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
142,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,6.0,4.0,1.0,1.0,3.0,5.0,1.6666666666666667,1.433753727006158,-1.0829068222099345,High,Low,High supervisor / Low institution,1.0,Very well,5.0,Strongly disagree
143,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,5.0,2.0,7 years,7.0,4 years,4.0,No,0.0,1,0,1,0,0,5.0,4.0,1.0,2.0,1.0,4.5,1.3333333333333333,1.0859826283096543,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
144,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,6 years,6.0,2 years,2.0,Yes,1.0,1,0,1,0,0,2.0,5.0,1.0,1.0,1.0,3.5,1.0,0.3904404309166467,-1.6465724817634069,Medium,Low,Medium supervisor / Low institution,2.0,Well,2.0,Strongly agree
145,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,4.0,3.0,1.0,4.0,4.0,3.5,3.0,0.3904404309166467,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
146,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,6 years,6.0,5 years,5.0,Yes,1.0,1,1,0,0,1,5.0,4.0,1.0,1.0,3.0,4.5,1.6666666666666667,1.0859826283096543,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
147,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,6 years,6.0,2 years,2.0,Yes,1.0,1,0,1,0,0,1.0,2.0,1.0,2.0,2.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
148,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,6.0,6.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,0,0,0,0,3.0,5.0,3.0,7.0,5.0,4.0,5.0,0.7382115296131505,1.7354214755574289,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
149,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,1.0,1.0,2.0,2.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
150,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,1,0,0,1,1.0,2.0,1.0,4.0,4.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
151,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,3.0,3.0,3.0,2.0,3.0,3.0,2.6666666666666665,0.042669332220143,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,2.0,Strongly agree
152,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,5.0,2.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,3.0,6.0,4.0,4.0,3.0,4.5,3.6666666666666665,1.0859826283096543,0.6080901564504835,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
153,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,1.0,3.0,1.0,3.0,4.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
154,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,6 years,6.0,4 years,4.0,Yes,1.0,0,1,0,1,0,1.0,6.0,1.0,1.0,3.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
155,Master's,2.0,Europe,medium,0,31-40 hours,3.0,2.0,4.0,1 year,1.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,7.0,4.0,1.0,2.0,4.0,5.5,2.333333333333333,1.781524825702662,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
156,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,6 years,6.0,1 year,1.0,Yes,1.0,1,0,1,0,0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,0.042669332220143,-1.6465724817634069,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
157,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,5 years ,5.0,3 years,3.0,No,0.0,1,0,1,0,0,3.0,1.0,3.0,1.0,4.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
158,Dual degree,3.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,More than 7 years,8.0,5 years,5.0,Yes,1.0,1,0,1,0,0,3.0,1.0,2.0,3.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
159,Master's,2.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,1 year,1.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,1.0,2.0,3.0,5.0,1.5,3.333333333333333,-1.0006439638693685,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
160,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,5.0,6.0,2.0,3.0,3.0,5.5,2.6666666666666665,1.781524825702662,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
161,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,2.0,4.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,1.0,1.0,5.0,6.0,4.0,1.0,5.0,-1.348415062565872,1.7354214755574289,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
162,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,2.0,2.0,5.0,1.0,2.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
163,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,3.0,6.0,2.0,4.0,3.0,4.5,3.0,1.0859826283096543,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
164,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,4 years,4.0,No,0.0,1,0,1,0,0,2.0,2.0,2.0,3.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
165,Doctorate,1.0,North/Central America,very_high,1,More than 80 hours,7.0,1.0,5.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,6.0,4.0,6.0,2.0,3.0,5.0,3.6666666666666665,1.433753727006158,0.6080901564504835,High,High,High supervisor / High institution,1.0,Very well,2.0,Strongly agree
166,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,5 years,5.0,Yes,1.0,1,1,0,0,1,2.0,2.0,6.0,3.0,1.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
167,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,2.0,1.0,6.0,3.0,5.0,1.5,4.666666666666667,-1.0006439638693685,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
